Time,S1,S2,S3,S4,Fail
2008-08-22 10:18,-3.09,23.09,1.1151,5.9458,-1
2008-08-22 10:47,1.9855,18.0145,1.0569,8.3661,-1
2008-08-22 11:32,8.3018,11.6982,0.9134,4.4129,-1
2008-08-22 12:13,2.9964,17.0036,0.88,5.4066,-1
2008-08-22 12:37,4.5645,15.4355,0.9579,6.6613,-1
2008-08-22 12:42,1.14,18.86,1.0699,5.1683,-1
2008-08-22 13:22,8.8173,11.1827,0.9875,6.1392,-1
2008-08-22 14:45,2.4345,17.5655,1.0735,6.333,-1
2008-08-22 15:25,-28.9882,48.9882,1.0133,5.9381,-1
2008-08-22 15:39,6.6,13.4,1.0508,6.4192,-1
2008-08-22 15:54,25.2736,14.7264,1.1188,6.3608,-1
2008-08-22 19:14,-5.7182,25.7182,1.0435,6.1371,1
2008-08-22 23:46,-1.4345,21.4345,1.1383,7.4183,-1
2008-08-22 23:47,-0.3327,20.3327,1.2731,5.2185,-1
2008-08-22 23:49,0.5682,19.4318,0.9976,6.59,-1
2008-08-22 23:56,2.9518,17.0482,1.0652,5.9105,-1
2008-08-23 2:04,7.7727,12.2273,1.0222,5.0069,-1
2008-08-23 3:26,2.75,17.25,1.061,5.8109,-1
2008-08-23 4:50,15.81,24.19,1.059,6.3976,-1
2008-08-23 4:52,3.4882,16.5118,1.0971,5.6231,-1
2008-08-23 5:57,1.2673,18.7327,1.0703,6.0671,-1
2008-08-23 5:57,4.7864,15.2136,1.1176,6.5053,-1
2008-08-23 5:58,14.7345,25.2655,1.0845,6.5944,-1
2008-08-23 5:58,-8.3955,28.3955,1.0426,6.3703,-1
2008-08-23 9:24,1.2209,18.7791,1.0394,6.832,-1
2008-08-23 12:58,1.0345,18.9655,1.4866,4.4806,-1
2008-08-23 13:02,1.0636,18.9364,1.2879,5.5584,-1
2008-08-23 15:10,1.6173,18.3827,1.3364,6.1041,-1
2008-08-23 15:29,2.4173,17.5827,0.9676,6.5495,1
2008-08-24 2:32,-7.1564,27.1564,0.7836,4.9524,-1
2008-08-24 4:00,0.6991,19.3009,1.3103,6.1394,-1
2008-08-24 7:12,2.5964,17.4036,1.0522,5.4862,-1
2008-08-24 7:14,-0.4091,20.4091,0.9721,8.9785,-1
2008-08-24 10:09,-5.0245,25.0245,0.7652,5.856,-1
2008-08-24 10:14,-0.7236,20.7236,1.1311,6.4069,-1
2008-08-24 13:03,1.9482,38.0518,1.1048,6.5241,1
2008-08-25 9:29,1.3255,18.6745,1.0125,6.2835,-1
2008-08-27 0:46,-6.8627,26.8627,0.8749,5.6494,-1
2008-08-27 11:38,7.0591,12.9409,0.9948,4.9517,-1
2008-08-27 12:22,2.2118,17.7882,1.0561,6.3349,-1
2008-08-27 13:35,7.9373,12.0627,1.0125,5.2483,-1
2008-08-27 14:18,0.8745,19.1255,1.0405,4.4648,-1
2008-08-27 17:14,3.99,16.01,1.0563,5.6747,-1
2008-08-27 22:48,4.4455,15.5545,1.0287,5.1154,-1
2008-08-27 22:58,168.1455,34.17,7272.8283,82.0817,-1
2008-08-28 3:03,-0.2845,20.2845,0.8806,6.8021,-1
2008-08-28 3:04,2.0609,17.9391,1.0412,7.461,-1
2008-08-28 3:29,1.7373,18.2627,1.0265,5.82,-1
2008-08-28 3:38,3.1191,16.8809,0.8723,6.3776,-1
2008-08-28 3:45,0.2818,19.7182,0.9275,5.8603,-1
2008-08-28 4:10,4.06,15.94,0.8572,5.519,-1
2008-08-28 4:20,-0.3182,20.3182,1.1204,6.7,-1
2008-08-28 4:54,-0.0636,20.0636,1.0996,4.8128,-1
2008-08-28 5:00,36.3682,16.63,3637.0928,25.9011,-1
2008-08-28 6:15,1.0291,18.9709,1.0115,5.9362,-1
2008-08-28 6:39,1.9591,18.0409,1.0507,6.031,-1
2008-08-28 6:56,1.6373,18.3627,0.876,6.6062,-1
2008-08-28 7:40,-1.2209,21.2209,0.9133,8.2599,-1
2008-08-28 7:51,8.8445,11.1555,0.8309,5.782,-1
2008-08-28 8:41,-1.1255,21.1255,1.0472,5.4241,-1
2008-08-28 9:46,2.9409,17.0591,1.1054,6.0334,-1
2008-08-28 9:49,-4.4845,24.4845,0.9094,7.6726,-1
2008-08-28 10:15,8.1418,11.8582,1.0197,6.6735,-1
2008-08-28 10:28,9.4864,30.5136,1.0528,5.46,-1
2008-08-28 10:32,-7.5073,27.5073,1.0824,5.389,-1
2008-08-28 11:19,3.8264,16.1736,0.9543,5.7005,-1
2008-08-28 12:44,10.2355,9.7645,0.9617,8.0024,-1
2008-08-28 14:48,1.0218,18.9782,1.1275,5.3563,-1
2008-08-28 15:19,3.8664,16.1336,1.0518,6.6532,-1
2008-08-28 16:01,-6.0545,26.0545,0.8051,6.7218,-1
2008-08-28 16:43,2.8745,17.1255,0.8803,6.5157,-1
2008-08-28 16:52,-0.81,20.81,0.8527,5.8458,-1
2008-08-28 17:21,8.1445,11.8555,0.9266,3.7535,-1
2008-08-28 17:27,11.4855,8.5145,0.9835,6.916,-1
2008-08-28 17:32,1.4745,18.5255,0.9878,5.5696,-1
2008-08-28 18:05,2.0127,17.9873,1.1195,6.3142,-1
2008-08-28 18:10,0.91,19.09,1.1364,7.0809,-1
2008-08-28 18:15,-1.5118,21.5118,1.1368,7.3296,-1
2008-08-28 18:25,0.9091,19.0909,1.4874,5.5027,-1
2008-08-28 18:47,0.6191,19.3809,1.0077,5.3163,-1
2008-08-28 18:57,3.3655,16.6345,0.8461,5.6286,-1
2008-08-28 20:20,-2.63,22.63,1.1155,5.8483,-1
2008-08-28 20:39,1.0045,18.9955,1.1427,6.3728,1
2008-08-28 21:03,1.1527,18.8473,1.0506,5.1233,-1
2008-08-28 21:52,0.2055,19.7945,1.0616,5.7926,-1
2008-08-28 22:57,-3.8982,23.8982,0.8903,6.2171,-1
2008-08-28 23:40,3.2764,16.7236,1.1264,6.8177,-1
2008-08-28 23:42,-4.0373,24.0373,0.8932,6.479,-1
2008-08-29 0:49,0.1618,19.8382,1.0917,7.4842,-1
2008-08-29 1:06,-3.9436,23.9436,1.0259,8.0665,-1
2008-08-29 2:38,-1.2518,21.2518,1.0866,6.1303,-1
2008-08-29 2:39,1.3664,18.6336,1.0705,4.669,-1
2008-08-29 3:27,5.65,14.35,1.0309,4.4345,-1
2008-08-29 3:33,7.8264,12.1736,0.82,6.0202,-1
2008-08-29 3:46,-1.1927,21.1927,1.119,5.9522,-1
2008-08-29 4:55,5.4991,14.5009,0.9982,6.9388,1
2008-08-29 4:56,-0.0309,20.0309,0.9976,5.3741,-1
2008-08-29 5:16,0.5091,19.4909,0.957,5.942,-1
2008-08-29 5:54,,,0.918,6.1004,-1
2008-08-29 5:54,,,,,-1
2008-08-29 5:57,0.5755,19.4245,1.0268,4.7923,-1
2008-08-29 5:57,0.2573,19.7427,0.9806,6.7435,-1
2008-08-29 6:35,9.2827,10.7173,1.037,5.3034,-1
2008-08-29 6:37,-1.0482,21.0482,1.0331,5.8556,-1
2008-08-29 6:40,5.6309,14.3691,0.9084,4.8846,-1
2008-08-29 6:45,13.3709,6.6291,1.0371,5.6107,1
2008-08-29 6:54,5.1736,14.8264,1.0346,5.8842,-1
2008-08-29 7:18,4.8373,15.1627,0.8726,5.3702,-1
2008-08-29 7:22,6.3691,13.6309,1.0019,3.7433,-1
2008-08-29 7:24,0.2818,19.7182,1.0649,7.9345,-1
2008-08-29 7:33,-0.8964,20.8964,0.9738,6.5392,-1
2008-08-29 7:33,-0.1745,20.1745,1.0968,6.5724,-1
2008-08-29 8:10,7.0709,12.9291,0.9701,6.4359,-1
2008-08-29 8:20,0.4545,19.5455,0.9816,6.4585,-1
2008-08-29 8:41,2.2518,17.7482,0.8885,6.5017,-1
2008-08-29 8:45,0.9991,19.0009,0.9347,6.5109,-1
2008-08-29 12:21,2.3691,17.6309,0.9947,5.1378,-1
2008-08-29 12:22,3.43,16.57,0.8641,5.5002,-1
2008-08-29 12:37,2.3755,17.6245,0.9892,6.3977,-1
2008-08-29 13:04,1.1682,18.8318,0.8983,5.288,-1
2008-08-29 13:14,0.1691,19.8309,1.1275,7.165,-1
2008-08-29 13:27,2.6491,17.3509,0.8697,5.8527,-1
2008-08-29 13:49,3.1382,16.8618,0.9588,6.0129,-1
2008-08-29 14:11,4.4364,15.5636,1.0693,7.2543,-1
2008-08-29 14:18,2.1045,17.8955,1.018,8.8458,-1
2008-08-29 14:30,3.9818,16.0182,1.0984,5.2121,-1
2008-08-29 15:01,2.8182,17.1818,0.9786,6.5395,-1
2008-08-29 15:43,-0.1209,20.1209,1.0146,6.5448,-1
2008-08-29 16:26,1.1782,18.8218,1.5175,6.0913,-1
2008-08-29 20:21,0.1664,19.8336,1.1113,5.9931,-1
2008-08-29 20:49,4.92,15.08,0.8304,5.8244,-1
2008-08-29 21:25,-1.3227,21.3227,0.9656,6.2136,-1
2008-08-29 21:46,-0.7845,20.7845,0.8873,5.6904,-1
2008-08-29 21:54,0.2655,19.7345,0.9688,5.5041,-1
2008-08-29 22:11,-3.6855,23.6855,0.9915,5.5412,-1
2008-08-29 22:45,-1.7609,21.7609,0.9017,7.5572,-1
2008-08-29 22:49,2.9691,17.0309,0.8996,5.7803,-1
2008-08-29 22:56,-1.7982,21.7982,1.1234,5.5143,-1
2008-08-30 0:01,-0.3736,20.3736,0.921,5.5989,-1
2008-08-30 0:05,4.9073,15.0927,0.8336,6.5183,-1
2008-08-30 0:57,1.49,18.51,0.9173,6.1302,-1
2008-08-30 1:29,3.2491,16.7509,0.8567,5.8033,-1
2008-08-30 2:08,-1.0927,21.0927,0.987,6.1599,-1
2008-08-30 2:22,0.2536,19.7464,0.9113,5.8989,-1
2008-08-30 2:32,-0.7036,20.7036,0.9847,3.7569,-1
2008-08-30 2:39,3.73,16.27,1.0201,4.3927,-1
2008-08-30 2:50,-0.4173,20.4173,0.9373,6.3193,-1
2008-08-30 3:10,1.4464,18.5536,0.9854,6.6481,-1
2008-08-30 4:20,4.8364,15.1636,0.9296,7.9875,-1
2008-08-30 4:24,-2.6655,22.6655,0.9145,6.0995,-1
2008-08-30 4:55,-0.3455,20.3455,0.8869,6.468,-1
2008-08-30 5:05,-6.6055,26.6055,1.0518,5.7286,-1
2008-08-30 5:05,-0.0191,20.0191,0.8615,5.5394,-1
2008-08-30 5:38,1.4845,18.5155,0.9583,5.3697,-1
2008-08-30 5:51,8.9864,11.0136,0.8097,5.1267,-1
2008-08-30 7:50,-0.95,20.95,0.9615,4.843,-1
2008-08-30 7:54,2.8618,17.1382,1.0149,7.2101,-1
2008-08-30 8:10,-2.0764,22.0764,0.8786,6.5522,-1
2008-08-30 8:29,3.36,16.64,0.9857,5.5034,-1
2008-08-30 8:42,4.0427,15.9573,1.0437,6.4518,-1
2008-08-30 8:53,2.8618,17.1382,1.0717,6.6293,-1
2008-08-30 9:13,-1.9909,21.9909,0.946,5.889,-1
2008-08-30 9:37,0.7655,19.2345,0.8485,6.1807,-1
2008-08-30 9:45,1.9245,18.0755,1.1641,5.7777,1
2008-08-30 10:15,-0.1973,20.1973,1.785,5.3674,-1
2008-08-30 10:16,-1.9855,21.9855,0.8628,7.6722,-1
2008-08-30 11:12,2.4718,17.5282,0.9398,5.9995,-1
2008-08-30 11:14,3.7127,16.2873,1.3572,4.5788,-1
2008-08-30 11:18,-0.66,20.66,1.0678,6.4813,-1
2008-08-30 11:57,-1.0573,21.0573,1.1229,6.0415,-1
2008-08-30 14:10,11.2909,8.7091,0.9051,4.8826,1
2008-08-30 14:23,-1.9573,21.9573,1.0361,6.3184,-1
2008-08-30 14:37,-0.4482,20.4482,0.9389,5.87,-1
2008-08-30 15:06,-3.9318,23.9318,0.9824,5.6304,-1
2008-08-30 15:16,-2.3355,22.3355,0.8862,5.4654,-1
2008-08-30 15:37,-0.2173,20.2173,0.8595,5.3101,-1
2008-08-30 15:50,-0.6464,20.6464,0.9869,5.4118,-1
2008-08-30 15:57,7.24,12.76,0.9825,6.5586,-1
2008-08-30 16:24,-2.8818,22.8818,1.6745,5.9451,-1
2008-08-30 17:05,-0.9409,20.9409,0.9277,6.3803,-1
2008-08-30 17:49,2.2855,17.7145,1.5497,6.3965,-1
2008-08-30 19:21,0.7227,19.2773,1.0078,5.9013,-1
2008-08-30 19:27,4.9073,15.0927,0.8293,5.4737,-1
2008-08-30 20:11,2.28,17.72,0.8086,5.6444,-1
2008-08-30 20:53,0.9518,19.0482,0.8905,6.3384,-1
2008-08-30 21:53,1.2836,18.7164,1.0014,7.9707,-1
2008-08-30 23:51,0.7064,19.2936,0.9829,6.4763,-1
2008-08-31 2:57,2.6873,17.3127,1.0023,4.8135,-1
2008-08-31 4:46,15.3073,24.6927,1.0772,7.5694,1
2008-08-31 5:05,7.9755,12.0245,0.9305,5.8919,-1
2008-08-31 9:11,-0.6591,20.6591,1.6711,4.6097,-1
2008-08-31 10:36,-2.4609,22.4609,0.8584,5.2889,-1
2008-08-31 10:59,1.8173,18.1827,1.0599,6.336,1
2008-08-31 10:59,-1.1391,21.1391,1.065,6.367,-1
2008-08-31 11:03,-4.1518,24.1518,0.9024,4.9313,-1
2008-08-31 15:09,-0.6936,20.6936,0.8279,5.9092,-1
2008-08-31 15:13,0.1891,19.8109,0.9114,5.5099,-1
2008-08-31 16:32,2.39,17.61,0.9237,6.3064,-1
2008-08-31 20:24,-0.9127,20.9127,0.9086,7.3373,-1
2008-08-31 21:04,0.9409,19.0591,0.8872,6.3198,-1
2008-08-31 21:46,-2.0555,22.0555,1.043,6.7788,-1
2008-08-31 21:58,-3.1455,23.1455,0.8882,6.3623,-1
2008-08-31 22:32,1.5445,18.4555,0.9176,6.1519,-1
2008-08-31 22:48,1.4373,18.5627,0.8612,3.9904,-1
2008-08-31 22:57,-6.0445,26.0445,0.8729,7.0319,-1
2008-01-09 0:01,1.3791,18.6209,0.8423,7.6048,-1
2008-01-09 0:39,-0.9618,20.9618,0.8357,5.9746,-1
2008-01-09 0:45,1.6073,18.3927,0.8472,5.7515,-1
2008-01-09 0:53,-2.5727,22.5727,0.9352,6.3577,-1
2008-01-09 5:29,3.3918,16.6082,0.8285,5.6027,-1
2008-01-09 5:32,-1.3773,21.3773,0.8626,5.8334,-1
2008-01-09 6:12,2.0336,17.9664,0.982,5.899,-1
2008-01-09 6:21,1.5755,18.4245,1.1398,5.4416,-1
2008-01-09 6:52,2.5336,17.4664,1.0324,4.9011,-1
2008-01-09 8:18,-1.7327,21.7327,0.991,5.8678,-1
2008-01-09 9:06,-5.1655,25.1655,1.1177,5.405,-1
2008-01-09 9:19,-5.0027,25.0027,0.917,6.5613,-1
2008-01-09 9:54,-1.0082,21.0082,1.021,5.8389,-1
2008-01-09 10:57,2.0591,17.9409,0.8703,5.5868,-1
2008-01-09 11:40,-0.17,20.17,1.0076,6.5334,-1
2008-01-09 16:20,-1.8791,21.8791,0.8725,6.2344,-1
2008-01-09 19:54,53.6818,42.63,6363.8013,45.4904,1
2008-01-09 20:51,2.1145,17.8855,0.8657,3.9688,-1
2008-01-09 22:05,-0.9918,20.9918,1.011,7.1095,-1
2008-01-09 23:05,-0.8045,20.8045,0.8427,5.2259,-1
2008-01-09 23:19,0.5791,19.4209,0.9849,5.698,-1
2008-01-09 23:24,-4.8145,24.8145,1.091,6.0226,-1
2008-01-09 23:28,-0.0964,20.0964,0.9089,6.0415,-1
2008-01-09 23:39,0.34,19.66,1.0114,5.5658,-1
2008-01-09 23:45,1.5127,18.4873,0.8869,5.8029,-1
2008-01-09 23:59,-19.9927,39.9927,1.4305,6.7715,-1
2008-02-09 0:26,0.0855,19.9145,0.8125,6.4836,-1
2008-02-09 0:31,3.65,16.35,1.1412,6.2589,-1
2008-02-09 0:46,5.1,14.9,0.884,5.9,-1
2008-02-09 1:09,2.4673,17.5327,0.8816,6.041,-1
2008-02-09 1:10,-2.6673,22.6673,0.8572,7.9156,-1
2008-02-09 1:10,3.8,16.2,1.0159,7.4141,-1
2008-02-09 1:36,0.3418,19.6582,0.8657,6.5613,-1
2008-02-09 1:50,0.23,19.77,0.9021,5.8961,-1
2008-02-09 2:02,-0.7482,20.7482,0.8044,5.6166,-1
2008-02-09 2:11,2.74,17.26,1.0209,6.1281,-1
2008-02-09 2:50,0.1491,19.8509,0.8536,5.5605,-1
2008-02-09 2:52,1.4982,18.5018,1.098,5.4059,-1
2008-02-09 3:33,-0.3518,20.3518,1.1028,5.9677,-1
2008-02-09 3:35,1.7991,18.2009,0.8737,3.4567,-1
2008-02-09 3:35,-1.71,21.71,0.8932,4.4808,-1
2008-02-09 4:19,2.1918,17.8082,0.8541,6.1301,-1
2008-02-09 4:22,-0.2282,20.2282,0.9912,6.2009,-1
2008-02-09 5:46,-2.7427,22.7427,0.9815,5.3404,-1
2008-02-09 6:03,1.0336,18.9664,0.8924,5.8972,-1
2008-02-09 6:19,-1.2336,21.2336,1.0787,6.0685,-1
2008-02-09 6:32,3.9309,16.0691,0.937,6.0391,-1
2008-02-09 6:48,3.1845,16.8155,1.0226,5.4035,-1
2008-02-09 7:22,3.5264,16.4736,1.0284,5.7866,-1
2008-02-09 7:32,0.8764,19.1236,0.8912,4.837,-1
2008-02-09 8:15,-1.9682,21.9682,0.9296,6.1711,-1
2008-02-09 8:54,3.2964,16.7036,0.9651,6.8895,-1
2008-02-09 9:36,4.3818,15.6182,0.7957,6.2508,-1
2008-02-09 9:37,0.5082,19.4918,0.926,4.0739,-1
2008-02-09 10:13,0.4373,19.5627,0.9806,7.1227,-1
2008-02-09 10:21,-0.6609,20.6609,0.9128,6.1958,-1
2008-02-09 10:25,2.5055,17.4945,0.8419,6.1881,-1
2008-02-09 10:33,0.4027,19.5973,1.0259,5.9262,-1
2008-02-09 11:08,-1.2973,21.2973,1.1869,6.363,-1
2008-02-09 11:22,4.4827,15.5173,0.9011,6.9342,-1
2008-02-09 11:47,0.3036,19.6964,0.928,6.6256,-1
2008-02-09 11:49,2.5718,17.4282,0.9742,6.0673,-1
2008-02-09 12:01,-0.0555,20.0555,0.9127,7.0698,-1
2008-02-09 12:17,-0.4455,20.4455,1.029,5.7967,-1
2008-02-09 12:26,-1.1582,21.1582,0.9971,6.8665,-1
2008-02-09 12:30,-0.4073,20.4073,1.109,6.5204,-1
2008-02-09 12:44,0.1155,19.8845,0.95,6.172,-1
2008-02-09 13:05,-8.64,28.64,0.9874,6.015,-1
2008-02-09 13:08,3.19,16.81,0.8733,5.2253,-1
2008-02-09 13:27,-2.0836,22.0836,1.5178,5.787,-1
2008-02-09 13:40,-1.1527,21.1527,1.0084,6.6733,-1
2008-02-09 14:09,2.99,17.01,1.0008,6.3932,-1
2008-02-09 14:21,1.5582,18.4418,1.0224,6.0201,-1
2008-02-09 14:34,-0.5464,20.5464,1.0498,6.5241,-1
2008-02-09 15:29,2.8618,17.1382,0.9687,7.1092,-1
2008-02-09 16:10,-4.4482,24.4482,1.067,6.2128,-1
2008-02-09 16:50,2.43,17.57,1.022,7.101,-1
2008-02-09 16:54,1.17,18.83,0.9038,7.491,-1
2008-02-09 16:58,-1.93,21.93,0.9049,6.3196,-1
2008-02-09 17:10,2.6373,17.3627,1.0692,5.9883,-1
2008-02-09 17:18,3.4827,16.5173,1.0626,6.0068,-1
2008-02-09 18:38,2.0173,17.9827,1.0507,5.886,-1
2008-02-09 18:52,1.5527,18.4473,0.9362,6.0769,-1
2008-02-09 19:18,-8.6982,28.6982,0.9744,5.8923,-1
2008-02-09 20:18,-2.3391,22.3391,0.7827,6.1416,-1
2008-02-09 20:52,4.1782,15.8218,0.9039,6.9379,-1
2008-02-09 20:58,4.1455,15.8545,1.053,7.0719,-1
2008-02-09 20:59,4.0555,15.9445,1.458,6.7398,-1
2008-03-09 0:18,1.54,18.46,0.8458,8.2509,-1
2008-03-09 0:45,2.8627,17.1373,1.1063,7.1372,-1
2008-03-09 0:58,1.7755,18.2245,0.8175,6.1173,-1
2008-03-09 1:15,16.6491,17.239,1.8028,32.139,1
2008-03-09 1:32,1.9255,18.0745,1.0438,4.5188,-1
2008-03-09 4:18,-1.3727,21.3727,1.0383,5.5594,-1
2008-03-09 6:26,2.6218,17.3782,0.8518,6.764,-1
2008-03-09 9:38,-0.7782,20.7782,1.0715,5.6248,-1
2008-03-09 14:24,-0.3918,20.3918,1.0641,5.1255,-1
2008-03-09 14:29,-0.9691,20.9691,1.1428,6.3219,-1
2008-03-09 17:22,5.0955,14.9045,0.8603,5.356,-1
2008-03-09 18:16,-1.1173,21.1173,0.8979,6.14,-1
2008-03-09 18:16,3.3364,16.6636,0.8894,6.4312,-1
2008-03-09 20:00,0.9827,19.0173,0.8967,6.1635,-1
2008-03-09 20:10,-0.6727,20.6727,1.0432,6.7548,-1
2008-04-09 8:01,-0.7891,20.7891,1.1188,6.5363,-1
2008-04-09 8:22,1.7618,18.2382,1.0579,6.6561,-1
2008-04-09 8:33,2.4582,17.5418,0.9267,6.2919,-1
2008-04-09 8:41,2.9373,17.0627,1.1253,5.6155,-1
2008-04-09 8:53,1.9491,18.0509,1.0541,6.1523,-1
2008-04-09 11:50,-1.4191,21.4191,1.0863,5.7491,-1
2008-04-09 14:09,0.2527,19.7473,1.0987,5.4162,-1
2008-04-09 14:11,1.5927,18.4073,0.9524,6.9776,-1
2008-04-09 14:48,1.1845,18.8155,1.0162,6.5611,-1
2008-04-09 16:30,-1.5764,21.5764,1.0787,5.3451,-1
2008-04-09 16:41,-0.2718,20.2718,1.1279,6.2289,-1
2008-04-09 16:56,-2.0291,22.0291,1.0801,6.7964,-1
2008-04-09 17:30,3.5355,16.4645,1.0794,5.8754,-1
2008-05-09 15:30,0.8236,19.1764,1.0777,5.4428,-1
2008-05-09 21:48,-2.5836,22.5836,1.054,6.0923,-1
2008-07-09 0:08,3.4491,16.5509,0.9758,6.0675,-1
2008-07-09 0:12,1.0518,18.9482,0.9387,5.0559,-1
2008-07-09 0:49,3.4391,16.5609,1.0388,5.44,-1
2008-07-09 10:52,-1.89,21.89,1.1046,5.7668,-1
2008-07-09 12:04,1.1627,18.8373,0.9325,5.8142,-1
2008-07-09 12:20,-0.3236,20.3236,1.0326,5.8063,-1
2008-07-09 13:02,2.1645,17.8355,1.0068,5.9543,-1
2008-07-09 18:02,-1.9891,21.9891,1.0584,6.1626,-1
2008-07-09 18:24,-0.2482,20.2482,1.0753,5.9271,-1
2008-07-09 18:49,-1.6436,21.6436,1.1233,5.4539,-1
2008-07-09 19:29,5.1773,14.8227,1.0894,7.0103,-1
2008-07-09 19:31,5.8045,14.1955,1.104,6.1317,-1
2008-07-09 20:12,-2.3691,22.3691,1.071,5.8654,-1
2008-07-09 20:50,5.9491,14.0509,0.9524,6.0155,-1
2008-07-09 23:33,5.4964,14.5036,0.9776,5.6098,-1
2008-08-09 0:32,4.1464,15.8536,1.115,6.7179,-1
2008-08-09 0:40,3.8164,16.1836,1.0935,7.1491,-1
2008-08-09 1:24,2.7582,17.2418,0.925,5.3426,-1
2008-08-09 3:32,-3.0355,23.0355,1.0683,6.1749,-1
2008-08-09 3:48,-1.0991,21.0991,1.0624,6.288,-1
2008-08-09 4:21,-0.9045,20.9045,1.0334,6.0555,-1
2008-08-09 6:37,0.0282,19.9718,1.1199,5.8121,-1
2008-08-09 7:14,-2.1173,22.1173,1.1049,5.4339,-1
2008-08-09 7:41,-3.1518,23.1518,1.0414,6.8571,-1
2008-08-09 18:46,-1.4173,21.4173,1.0728,7.4149,-1
2008-08-09 19:14,0.8536,19.1464,1.1973,6.4876,-1
2008-08-09 19:15,-0.1391,20.1391,1.0754,5.3678,-1
2008-08-09 19:25,-1.9982,21.9982,1.0101,5.2062,-1
2008-08-09 19:33,0.5564,19.4436,1.4991,5.4677,-1
2008-08-09 20:00,-0.2418,20.2418,1.1254,6.5202,-1
2008-08-09 21:36,-1.7136,21.7136,1.0885,6.6083,-1
2008-08-09 21:53,-1.3073,21.3073,1.0638,5.1943,-1
2008-08-09 22:17,0.8827,19.1173,1.0414,5.6029,-1
2008-09-09 0:25,3.2655,16.7345,1.121,6.9903,-1
2008-09-09 3:53,1.0673,18.9327,1.0968,7.5133,-1
2008-09-09 8:44,-0.1773,20.1773,1.0956,6.0429,-1
2008-10-09 7:26,3.0791,16.9209,1.1261,5.6446,-1
2008-10-09 9:21,3.6664,16.3336,1.006,5.8527,-1
2008-10-09 20:52,4.0555,15.9445,0.7993,6.6404,-1
2008-10-09 20:53,-3.2082,23.2082,1.0674,6.9359,-1
2008-10-09 21:56,-2.1182,22.1182,1.0906,5.3225,-1
2008-10-09 23:30,0.4855,19.5145,1.068,5.5427,-1
2008-10-09 23:43,0.3391,19.6609,1.0781,6.4945,-1
2008-11-09 0:17,1.4345,18.5655,1.0765,5.8632,-1
2008-11-09 5:20,1.8164,18.1836,1.1057,5.0993,-1
2008-11-09 6:04,0.56,19.44,0.8507,5.5469,-1
2008-11-09 7:43,-1.1427,21.1427,1.0228,7.3311,-1
2008-11-09 8:06,5.4718,14.5282,1.0979,6.0356,-1
2008-11-09 8:58,-4.6736,24.6736,0.7891,5.8972,-1
2008-11-09 9:24,1.2691,18.7309,1.0983,5.953,-1
2008-11-09 12:47,1.6309,18.3691,1.0591,5.8826,-1
2008-11-09 13:36,3.1382,16.8618,1.0773,6.3996,-1
2008-11-09 14:20,1.91,18.09,0.8095,7.3651,-1
2008-11-09 14:24,4.3955,15.6045,1.1631,6.7204,-1
2008-11-09 14:31,2.1173,17.8827,1.4519,6.1454,-1
2008-11-09 15:05,2.3855,17.6145,1.1085,5.8279,-1
2008-11-09 15:08,1.2882,18.7118,1.1004,5.5666,-1
2008-11-09 16:28,3.9027,16.0973,1.023,5.7891,-1
2008-11-09 21:13,-2.5482,22.5482,1.0513,5.3721,-1
2008-11-09 22:07,1.5218,18.4782,1.0668,6.9458,1
2008-11-09 23:10,-0.8736,20.8736,1.0828,5.8763,-1
2008-11-09 23:48,1.7073,18.2927,1.0656,6.6664,1
2008-12-09 5:11,2.1982,17.8018,1.0897,7.3597,-1
2008-12-09 5:55,2.4218,17.5782,1.0805,5.6915,-1
2008-12-09 6:38,4.9555,15.0445,0.852,6.6861,-1
2008-12-09 6:41,1.8709,18.1291,1.0922,5.709,-1
2008-12-09 6:45,0.7355,19.2645,1.1152,7.4521,-1
2008-12-09 7:21,1.2809,18.7191,1.1194,5.9359,-1
2008-12-09 7:29,5.5318,14.4682,0.8897,5.3633,-1
2008-12-09 7:38,-3.1227,23.1227,1.0689,6.2245,-1
2008-12-09 11:57,6.1855,13.8145,1.4981,6.3048,-1
2008-12-09 13:08,1.9936,18.0064,1.129,5.3755,-1
2008-12-09 14:52,0.2436,19.7564,1.0962,6.9177,-1
2008-12-09 15:40,2.9073,17.0927,1.0613,6.6334,-1
2008-12-09 16:23,0.3491,19.6509,1.0415,7.3119,-1
2008-12-09 18:01,1.1136,18.8864,1.0586,5.6611,-1
2008-12-09 18:52,1.3009,18.6991,1.1153,5.8211,-1
2008-12-09 19:36,2.1918,17.8082,1.07,6.1525,-1
2008-12-09 20:28,,,,,-1
2008-12-09 21:12,0.1809,19.8191,1.0616,4.7216,-1
2008-12-09 22:25,0.7482,19.2518,1.0594,6.3734,-1
2008-12-09 22:45,2.5491,17.4509,1.0767,5.4276,-1
2008-12-09 23:28,-0.6645,20.6645,1.0372,5.2371,-1
2008-12-09 23:40,6.1882,13.8118,1.0908,6.5984,-1
2008-09-13 0:25,4.6209,15.3791,1.1135,6.0886,-1
2008-09-13 2:57,3.0345,16.9655,1.0219,6.4203,-1
2008-09-13 3:14,-4.2064,24.2064,0.8067,5.3571,-1
2008-09-13 9:19,6.1727,13.8273,0.8724,5.6659,-1
2008-09-13 10:55,7.3164,12.6836,1.0497,6.0344,-1
2008-09-13 11:42,4.5918,15.4082,0.7645,6.0066,-1
